player,age,G,GS,MP,FG,FGA,FG_per,3P,3PA,3P_per,2P,2PA,2P_per,FT,FTA,FT_per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS_per_36,team
Ricky Rubio,28,44,43,1259,5.7,14.1,.406,1.7,5.2,.328,4.0,8.9,.452,3.0,3.5,.847,0.5,3.9,4.4,7.6,1.6,0.3,3.7,3.3,16.2,UTA
Derrick Favors,27,50,45,1158,6.7,11.8,.571,0.4,1.8,.241,6.3,10.0,.630,3.1,4.8,.647,4.2,7.0,11.2,1.6,1.1,1.9,1.7,3.4,17.1,UTA
Royce O'Neale,25,51,9,933,3.5,7.6,.464,1.4,3.4,.398,2.2,4.2,.519,0.9,1.2,.742,0.5,5.9,6.5,2.6,1.3,0.6,1.7,3.7,9.3,UTA
Dante Exum,23,39,1,637,5.7,13.2,.432,1.0,3.3,.305,4.7,9.9,.474,3.8,4.9,.791,0.8,2.8,3.7,6.0,0.8,0.3,2.6,3.6,16.3,UTA
Kyle Korver,37,29,0,592,6.0,13.7,.440,4.0,9.7,.413,2.0,4.0,.508,1.8,2.1,.882,0.4,3.5,3.9,1.6,0.6,0.4,1.3,2.9,17.9,UTA
Thabo Sefolosha,34,26,0,289,3.6,7.2,.500,1.6,3.5,.464,2.0,3.7,.533,1.0,1.7,.571,0.5,8.6,9.1,1.2,2.9,0.1,1.9,2.9,9.8,UTA
Alec Burks,27,17,0,269,6.3,15.3,.412,2.1,5.8,.372,4.1,9.5,.437,4.4,5.1,.868,0.3,3.3,3.6,2.7,0.8,0.5,2.0,2.9,19.1,UTA
Georges Niang,25,37,0,268,5.2,12.2,.429,3.4,8.5,.397,1.9,3.8,.500,1.1,1.2,.889,0.5,5.0,5.5,2.6,0.8,0.4,1.5,4.2,14.9,UTA
Grayson Allen,23,23,1,241,4.3,13.4,.322,2.4,8.5,.281,1.9,4.9,.394,3.4,4.5,.767,0.1,1.0,1.2,2.2,0.3,0.3,2.1,4.0,14.5,UTA
Raul Neto,26,19,1,228,5.7,11.1,.514,1.4,4.3,.333,4.3,6.8,.628,2.1,2.2,.929,0.3,4.3,4.6,6.0,1.3,0.0,2.8,3.3,14.8,UTA
Ekpe Udoh,31,30,0,173,5.2,7.5,.694,0.0,0.0,,5.2,7.5,.694,1.7,2.9,.571,2.3,5.4,7.7,2.7,0.6,2.9,1.7,4.8,12.1,UTA
Naz Mitrou-Long,25,7,0,28,2.6,6.4,.400,1.3,5.1,.250,1.3,1.3,1.000,0.0,0.0,,0.0,0.0,0.0,3.9,0.0,0.0,3.9,3.9,6.4,UTA
Tyler Cavanaugh,24,5,0,10,3.6,18.0,.200,0.0,10.8,.000,3.6,7.2,.500,0.0,0.0,,3.6,7.2,10.8,0.0,0.0,0.0,0.0,0.0,7.2,UTA
Tony Bradley,21,1,0,9,0.0,12.0,.000,0.0,0.0,,0.0,12.0,.000,0.0,0.0,,8.0,4.0,12.0,0.0,0.0,0.0,4.0,4.0,0.0,UTA
Jrue Holiday,28,50,50,1839,8.1,16.8,.481,1.6,5.0,.327,6.5,11.8,.545,2.9,3.9,.746,1.2,3.6,4.8,7.9,1.6,0.7,3.2,2.3,20.7,NOP
Anthony Davis,25,41,41,1519,10.2,20.1,.508,0.9,2.9,.325,9.2,17.1,.539,7.2,8.8,.812,3.3,9.6,12.9,4.2,1.7,2.5,1.9,2.5,28.5,NOP
Julius Randle,24,47,27,1390,8.9,16.3,.544,0.7,2.3,.318,8.2,14.1,.580,5.7,7.8,.738,2.6,8.8,11.4,3.6,0.7,0.7,3.1,4.2,24.2,NOP
E'Twaun Moore,29,44,35,1294,6.1,12.7,.483,1.7,4.0,.417,4.5,8.7,.513,1.1,1.4,.760,0.9,2.1,3.1,2.5,0.9,0.2,1.4,2.8,15.0,NOP
Darius Miller,28,45,7,1090,3.7,9.0,.405,2.7,6.9,.386,1.0,2.1,.469,1.0,1.2,.829,0.2,2.2,2.5,2.3,0.9,0.6,1.2,3.6,11.0,NOP
Nikola Mirotic,27,32,22,925,7.1,15.8,.447,3.3,9.0,.368,3.8,6.8,.551,3.3,3.9,.842,1.8,8.5,10.3,1.4,0.8,1.0,1.4,3.3,20.8,NOP
Tim Frazier,28,38,17,708,3.4,7.6,.447,1.2,3.2,.365,2.2,4.4,.506,0.9,1.2,.750,1.2,4.0,5.2,7.8,0.9,0.2,2.4,3.8,8.9,NOP
Solomon Hill,27,31,12,659,2.5,6.2,.404,1.0,3.4,.302,1.5,2.8,.529,0.7,1.1,.619,1.5,3.9,5.5,2.2,0.9,0.4,1.2,3.1,6.8,NOP
Elfrid Payton,24,19,19,512,5.3,12.0,.439,0.9,2.6,.351,4.4,9.4,.463,1.6,2.2,.742,1.0,3.9,4.9,7.8,1.5,0.4,3.2,2.6,13.1,NOP
Frank Jackson,20,35,0,471,5.4,12.1,.449,1.8,4.9,.359,3.7,7.2,.511,1.8,2.4,.742,0.5,2.8,3.2,2.3,0.8,0.0,1.5,3.9,14.4,NOP
Ian Clark,27,33,0,419,3.9,10.7,.360,1.6,5.2,.311,2.2,5.5,.406,0.9,1.0,.917,0.4,3.3,3.7,3.4,0.6,0.3,2.0,3.7,10.3,NOP
Wesley Johnson,31,24,13,370,3.2,8.0,.402,1.8,4.7,.396,1.4,3.3,.412,0.5,0.6,.833,1.0,4.3,5.3,1.6,1.0,0.7,1.2,4.3,8.8,NOP
Jahlil Okafor,23,31,7,368,8.2,13.8,.596,0.0,0.1,.000,8.2,13.7,.600,2.8,4.1,.690,4.2,7.6,11.8,1.1,0.6,1.8,1.7,4.8,19.3,NOP
Cheick Diallo,22,32,0,309,5.7,9.8,.583,0.0,0.2,.000,5.7,9.6,.598,2.3,3.3,.714,3.0,9.6,12.6,1.0,1.5,1.7,2.3,4.5,13.7,NOP
Kenrich Williams,24,14,0,91,3.2,9.1,.348,0.4,2.4,.167,2.8,6.7,.412,0.8,0.8,1.000,1.6,4.4,5.9,1.2,0.4,0.0,1.6,5.9,7.5,NOP
Andrew Harrison,24,6,0,38,2.8,11.4,.250,1.9,9.5,.200,0.9,1.9,.500,0.9,1.9,.500,1.9,2.8,4.7,6.6,0.0,0.0,1.9,6.6,8.5,NOP
Buddy Hield,26,50,50,1580,8.7,18.2,.476,3.9,8.4,.457,4.8,9.8,.493,1.9,2.2,.865,1.4,4.2,5.6,2.6,0.6,0.4,2.1,2.7,23.1,SAC
De'Aaron Fox,21,49,49,1550,7.2,15.5,.463,1.3,3.4,.365,5.9,12.1,.491,4.4,6.1,.729,0.7,3.5,4.2,8.2,2.0,0.6,3.5,3.0,20.0,SAC
Willie Cauley-Stein,25,50,50,1425,7.2,13.4,.534,0.0,0.1,.500,7.1,13.4,.534,2.3,4.1,.556,3.1,8.0,11.1,3.4,1.6,0.8,1.5,3.9,16.6,SAC
Nemanja Bjelica,30,49,48,1174,5.7,11.7,.483,2.2,5.1,.425,3.5,6.6,.528,1.5,1.9,.762,2.3,6.5,8.8,3.0,1.1,1.3,1.8,3.8,15.0,SAC
Bogdan Bogdanovic,26,38,8,1068,7.2,16.7,.433,2.5,7.0,.356,4.7,9.6,.490,2.6,3.2,.811,0.6,4.0,4.6,5.3,1.3,0.2,2.4,2.6,19.5,SAC
Justin Jackson,23,49,3,1045,4.2,9.9,.427,1.9,5.4,.353,2.3,4.5,.515,1.3,1.6,.804,0.9,4.0,4.8,2.2,0.8,0.4,0.7,2.2,11.6,SAC
Iman Shumpert,28,39,37,1014,4.4,11.6,.377,2.4,6.8,.361,1.9,4.8,.400,1.2,1.4,.825,0.7,3.5,4.2,2.8,1.6,0.6,1.2,3.2,12.4,SAC
Marvin Bagley,19,36,1,846,7.6,14.6,.520,0.5,1.7,.268,7.1,12.8,.555,4.0,5.9,.674,3.4,6.4,9.9,1.3,0.8,1.5,2.6,3.2,19.6,SAC
Yogi Ferrell,25,40,3,580,5.2,12.1,.431,1.8,4.8,.377,3.4,7.3,.466,1.9,2.2,.886,0.5,3.6,4.1,4.7,1.1,0.2,1.1,1.8,14.2,SAC
Harry Giles,20,37,0,461,7.1,14.8,.481,0.0,0.4,.000,7.1,14.4,.495,2.0,3.7,.542,2.7,6.6,9.3,4.1,1.9,1.1,3.4,7.3,16.2,SAC
Frank Mason,24,32,0,380,5.1,12.8,.400,0.9,4.4,.196,4.3,8.4,.506,2.9,4.4,.674,0.4,3.0,3.4,7.6,1.5,0.4,2.7,2.4,14.0,SAC
Kosta Koufos,29,28,1,361,5.0,10.4,.481,0.0,0.0,,5.0,10.4,.481,0.6,1.5,.400,4.0,9.2,13.2,2.6,1.2,1.3,2.0,5.2,10.6,SAC
Troy Williams,24,18,0,286,5.0,11.0,.460,1.8,5.2,.341,3.3,5.8,.565,1.1,1.9,.600,1.1,5.8,6.9,1.3,1.3,1.0,1.0,4.3,13.0,SAC
Ben McLemore,25,19,0,158,5.7,14.6,.391,3.9,9.3,.415,1.8,5.2,.348,1.8,2.7,.667,0.7,3.2,3.9,0.9,1.4,0.7,1.1,5.0,17.1,SAC
Skal Labissiere,22,11,0,99,4.4,9.8,.444,1.1,3.6,.300,3.3,6.2,.529,2.2,4.0,.545,0.7,6.5,7.3,1.5,0.7,0.7,2.2,6.9,12.0,SAC
P.J. Tucker,33,49,49,1738,2.9,6.9,.415,1.9,4.9,.382,1.0,2.0,.495,0.6,1.0,.638,1.5,4.8,6.3,1.2,1.5,0.4,0.9,3.2,8.3,HOU
James Harden,29,46,46,1721,10.2,23.1,.440,4.7,12.7,.368,5.5,10.4,.528,9.9,11.4,.868,0.9,5.4,6.3,7.9,2.0,0.7,5.3,3.3,35.0,HOU
Clint Capela,24,42,42,1436,7.9,12.5,.631,0.0,0.0,,7.9,12.5,.631,2.7,4.4,.626,5.2,8.0,13.2,1.6,0.6,1.9,1.6,2.8,18.5,HOU
Eric Gordon,30,38,24,1251,6.2,16.1,.385,2.9,9.3,.317,3.3,6.8,.479,2.5,3.1,.798,0.4,2.5,2.9,2.3,0.6,0.4,1.7,2.4,17.8,HOU
Gerald Green,33,45,0,956,5.3,13.3,.402,3.6,10.5,.343,1.7,2.7,.630,1.1,1.4,.811,0.8,3.8,4.6,1.0,0.6,0.6,1.2,3.3,15.4,HOU
Chris Paul,33,27,27,888,5.7,13.7,.417,2.2,6.3,.355,3.5,7.4,.470,3.2,4.0,.816,0.6,3.8,4.5,8.7,2.3,0.3,3.2,2.8,16.9,HOU
James Ennis,28,35,23,811,3.9,7.9,.497,1.6,4.5,.366,2.3,3.4,.671,1.6,2.3,.692,1.4,2.9,4.4,1.0,1.4,0.7,1.0,4.4,11.1,HOU
Danuel House,25,25,12,620,4.1,9.0,.458,2.3,5.8,.390,1.9,3.2,.582,2.6,3.2,.818,1.2,4.0,5.2,1.5,0.8,0.6,1.3,2.6,13.1,HOU
Austin Rivers,26,17,13,617,4.2,10.2,.411,2.0,6.2,.321,2.2,4.0,.551,0.4,0.9,.467,0.4,2.3,2.7,3.5,0.6,0.4,0.8,3.7,10.8,HOU
Gary Clark,24,34,1,522,2.4,7.5,.321,2.0,6.8,.293,0.4,0.7,.600,0.4,0.4,1.000,1.2,5.2,6.4,1.0,1.0,1.5,0.3,2.6,7.2,HOU
Nene Hilario,36,23,2,305,4.2,7.8,.545,0.0,0.2,.000,4.2,7.6,.563,2.4,3.0,.800,1.9,7.0,8.9,1.7,0.7,0.9,0.7,5.9,10.9,HOU
Carmelo Anthony,34,10,2,294,6.0,14.8,.405,2.6,7.8,.328,3.4,7.0,.491,1.8,2.7,.682,1.1,5.5,6.6,0.6,0.5,0.9,1.0,3.9,16.4,HOU
Isaiah Hartenstein,20,23,0,185,3.3,7.0,.472,0.4,1.2,.333,2.9,5.8,.500,2.1,2.7,.786,3.7,3.9,7.6,2.3,0.8,1.8,2.3,9.0,9.1,HOU
Michael Carter-Williams,27,16,1,145,6.2,15.1,.410,1.7,4.7,.368,4.5,10.4,.429,3.0,6.5,.462,0.7,2.5,3.2,5.2,2.2,1.5,2.5,6.7,17.1,HOU
Kenneth Faried,29,4,3,123,6.7,11.1,.605,0.3,1.2,.250,6.4,10.0,.647,2.9,6.4,.455,3.5,7.6,11.1,1.8,1.5,1.5,1.8,3.8,16.7,HOU
Brandon Knight,27,12,0,118,3.4,14.3,.234,1.5,9.8,.156,1.8,4.6,.400,2.7,3.4,.818,0.3,2.4,2.7,2.7,0.6,0.0,1.5,4.3,11.0,HOU
Marquese Chriss,21,15,0,101,3.9,11.8,.333,0.4,5.3,.067,3.6,6.4,.556,2.1,2.5,.857,2.5,7.1,9.6,2.1,0.7,1.4,4.3,6.1,10.3,HOU
James Nunnally,28,2,0,38,2.8,12.3,.231,2.8,11.4,.250,0.0,0.9,.000,0.0,0.0,,0.0,0.9,0.9,1.9,0.0,0.0,0.0,5.7,8.5,HOU
Vince Edwards,22,2,0,16,2.3,9.0,.250,2.3,9.0,.250,0.0,0.0,,0.0,0.0,,2.3,2.3,4.5,0.0,0.0,0.0,0.0,0.0,6.8,HOU
Zhou Qi,23,1,0,1,36.0,36.0,1.000,0.0,0.0,,36.0,36.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,HOU
DeMar DeRozan,29,48,48,1698,8.5,18.2,.466,0.1,0.8,.175,8.3,17.4,.480,4.8,5.8,.822,0.8,5.5,6.3,6.4,1.1,0.5,2.8,2.3,21.9,SAS
LaMarcus Aldridge,33,51,51,1660,9.2,17.9,.513,0.1,0.4,.211,9.1,17.5,.520,4.7,5.6,.845,3.2,6.4,9.6,2.9,0.6,1.4,2.1,2.4,23.2,SAS
Bryn Forbes,25,51,51,1459,5.7,12.5,.457,2.8,6.5,.427,3.0,6.1,.488,1.1,1.2,.880,0.2,3.4,3.6,2.8,0.8,0.0,1.5,2.7,15.3,SAS
Patty Mills,30,51,0,1202,4.9,11.5,.429,2.7,6.8,.396,2.2,4.7,.475,1.9,2.2,.851,0.4,3.2,3.6,4.6,1.0,0.3,1.7,2.3,14.5,SAS
Rudy Gay,32,41,38,1110,7.5,14.4,.523,1.4,3.4,.404,6.2,11.0,.559,2.4,2.8,.860,1.3,7.4,8.7,3.3,1.2,0.8,2.1,3.6,18.8,SAS
Marco Belinelli,32,49,0,1098,5.9,14.0,.420,3.1,8.0,.392,2.7,5.9,.459,2.7,2.9,.910,0.3,3.4,3.7,3.1,0.8,0.2,1.3,2.5,17.5,SAS
Derrick White,24,42,30,1059,5.1,10.1,.508,1.0,2.7,.354,4.2,7.4,.564,1.9,2.5,.770,0.6,4.1,4.7,5.1,1.4,0.7,2.2,2.9,13.2,SAS
Davis Bertans,26,45,4,912,4.9,9.6,.504,3.6,7.4,.492,1.2,2.3,.544,0.9,1.1,.852,0.7,5.5,6.2,2.0,0.8,0.8,1.0,3.0,14.2,SAS
Dante Cunningham,31,46,21,761,2.9,6.1,.469,1.3,2.6,.491,1.6,3.5,.453,0.5,0.7,.786,2.0,5.9,7.9,2.1,1.0,0.6,0.9,2.9,7.6,SAS
Jakob Poeltl,23,47,6,710,5.3,8.4,.633,0.0,0.0,,5.3,8.4,.633,1.9,3.4,.552,5.1,6.5,11.6,2.9,0.5,1.6,1.7,3.8,12.5,SAS
Pau Gasol,38,20,6,282,4.5,8.9,.500,0.6,1.3,.500,3.8,7.7,.500,2.8,3.8,.733,2.0,11.9,13.9,5.1,0.4,1.7,1.7,3.1,12.4,SAS
Quincy Pondexter,30,36,0,206,3.7,7.3,.500,1.0,2.8,.375,2.6,4.5,.577,4.7,6.1,.771,1.2,5.1,6.3,2.8,1.4,0.2,1.7,3.3,13.1,SAS
Chimezie Metu,21,21,0,112,5.1,14.5,.356,0.0,0.6,.000,5.1,13.8,.372,4.2,5.5,.765,2.6,6.1,8.7,3.5,1.6,0.6,3.9,3.2,14.5,SAS
Drew Eubanks,21,12,0,47,7.7,10.7,.714,0.0,0.0,,7.7,10.7,.714,4.6,6.1,.750,0.8,8.4,9.2,1.5,0.8,0.0,1.5,3.1,19.9,SAS
Lonnie Walker,20,3,0,25,5.8,14.4,.400,2.9,5.8,.500,2.9,8.6,.333,0.0,0.0,,0.0,8.6,8.6,1.4,1.4,1.4,1.4,4.3,14.4,SAS
Deandre Ayton,20,47,46,1448,8.4,14.1,.594,0.0,0.0,.000,8.4,14.0,.596,2.4,3.1,.768,3.7,8.6,12.3,2.4,0.9,1.1,2.1,3.3,19.1,PHO
Mikal Bridges,22,52,38,1396,3.7,8.7,.424,1.7,5.0,.347,2.0,3.7,.528,1.2,1.4,.849,0.8,3.2,3.9,2.1,1.9,0.7,0.9,3.1,10.3,PHO
T.J. Warren,25,43,36,1360,7.9,16.2,.486,2.0,4.8,.428,5.8,11.4,.510,2.7,3.3,.815,0.8,3.8,4.6,1.7,1.4,0.8,1.4,3.2,20.4,PHO
Devin Booker,22,39,39,1345,9.0,19.8,.453,2.2,6.8,.319,6.8,13.0,.524,5.4,6.4,.845,0.6,3.2,3.7,7.0,0.9,0.2,4.1,3.4,25.6,PHO
Josh Jackson,21,52,15,1201,5.9,14.8,.401,1.1,3.9,.290,4.8,10.9,.441,2.6,3.9,.672,1.2,5.4,6.6,3.4,1.5,1.0,3.6,4.0,15.6,PHO
Trevor Ariza,33,26,26,884,3.5,9.2,.379,2.0,5.7,.360,1.5,3.6,.409,1.5,1.8,.837,0.7,5.3,5.9,3.5,1.5,0.3,1.6,1.8,10.5,PHO
Jamal Crawford,38,42,0,744,4.4,12.5,.353,1.5,5.3,.275,3.0,7.2,.409,2.5,3.1,.813,0.3,2.1,2.4,6.7,0.9,0.4,3.0,2.5,12.8,PHO
Richaun Holmes,25,46,1,743,7.2,10.8,.671,0.0,0.0,,7.2,10.8,.671,3.7,5.0,.731,3.7,6.5,10.2,1.9,1.4,2.6,1.7,5.6,18.1,PHO
De'Anthony Melton,20,33,25,675,3.8,10.3,.368,1.3,4.1,.312,2.5,6.2,.405,0.8,1.0,.833,0.9,3.7,4.6,5.9,2.7,0.9,2.9,4.5,9.7,PHO
Elie Okobo,21,34,6,619,4.5,11.7,.381,1.5,5.0,.302,3.0,6.7,.440,1.5,1.7,.833,0.5,3.4,3.8,4.6,1.3,0.3,2.5,4.6,11.9,PHO
Kelly Oubre,23,21,0,570,6.8,15.6,.433,2.3,6.6,.343,4.5,9.0,.500,3.7,4.8,.763,1.2,4.4,5.6,2.0,1.3,1.5,2.2,3.7,19.5,PHO
Isaiah Canaan,27,19,15,503,3.7,9.2,.395,1.8,5.2,.347,1.9,4.1,.456,1.1,1.4,.750,0.4,3.1,3.5,4.4,0.9,0.0,2.1,3.3,10.2,PHO
Troy Daniels,27,26,0,350,5.3,13.2,.406,3.9,10.0,.392,1.4,3.2,.452,1.2,1.5,.800,0.6,2.2,2.8,0.9,1.6,0.2,1.7,3.5,15.8,PHO
Ryan Anderson,30,15,8,278,2.5,7.8,.317,0.9,4.4,.206,1.6,3.4,.462,1.4,1.8,.786,1.8,4.0,5.8,2.2,0.4,0.1,1.6,3.0,7.3,PHO
Dragan Bender,21,19,5,239,4.8,11.1,.432,1.1,5.7,.184,3.8,5.4,.694,2.4,3.6,.667,2.3,5.3,7.5,2.0,0.8,0.5,2.1,3.0,13.1,PHO
Quincy Acy,28,10,0,123,1.2,5.3,.222,0.6,4.4,.133,0.6,0.9,.667,2.0,2.9,.700,0.9,6.4,7.3,2.3,0.3,1.2,1.2,7.0,5.0,PHO
Tyson Chandler,36,7,0,89,3.2,4.9,.667,0.0,0.0,,3.2,4.9,.667,4.0,7.3,.556,2.8,12.9,15.8,2.4,0.8,0.4,2.8,8.5,10.5,PHO
Jawun Evans,22,4,0,46,1.6,7.8,.200,0.0,1.6,.000,1.6,6.3,.250,0.0,0.0,,0.8,7.0,7.8,6.3,1.6,0.0,3.1,4.7,3.1,PHO
Emanuel Terry,22,1,0,9,8.0,16.0,.500,0.0,0.0,,8.0,16.0,.500,4.0,8.0,.500,8.0,4.0,12.0,4.0,8.0,0.0,0.0,4.0,20.0,PHO
George King,25,1,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,PHO
Eric Moreland,27,1,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,21.6,21.6,0.0,0.0,0.0,0.0,7.2,0.0,PHO
