player,age,G,GS,MP,FG,FGA,FG_per,3P,3PA,3P_per,2P,2PA,2P_per,FT,FTA,FT_per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS_per_36,team
Jonathan Isaac,21,44,33,1120,4.1,10.1,.409,1.1,3.8,.280,3.1,6.3,.487,2.1,2.5,.835,1.6,5.4,7.0,1.5,1.1,1.6,1.4,2.9,11.4,ORL
Jonathon Simmons,29,40,9,828,4.5,12.2,.368,0.8,3.4,.228,3.7,8.7,.423,2.3,3.0,.794,1.0,3.2,4.2,4.0,0.8,0.6,2.4,2.8,12.1,ORL
Jerian Grant,26,43,1,760,3.1,7.9,.389,1.3,3.9,.325,1.8,4.0,.452,0.9,1.4,.667,0.8,2.9,3.7,6.0,1.8,0.2,2.0,3.0,8.4,ORL
Mohamed Bamba,20,45,1,739,5.5,11.4,.481,1.0,3.3,.294,4.5,8.1,.557,1.7,2.9,.567,2.9,7.8,10.8,1.9,0.6,3.0,2.0,4.6,13.6,ORL
Wesley Iwundu,24,37,12,619,3.3,8.5,.381,0.6,2.2,.289,2.6,6.3,.413,2.7,3.3,.807,0.9,3.7,4.6,1.7,0.9,0.5,1.3,3.7,9.8,ORL
Isaiah Briscoe,22,26,0,275,3.9,9.9,.395,0.8,2.1,.375,3.1,7.9,.400,0.8,2.0,.400,0.3,3.5,3.8,5.1,0.4,0.0,1.7,4.8,9.4,ORL
Jarell Martin,24,28,1,234,4.6,10.9,.423,1.5,4.6,.333,3.1,6.3,.488,1.1,1.2,.875,1.1,6.0,7.1,2.0,0.3,1.1,1.5,4.8,11.8,ORL
Khem Birch,26,20,0,178,3.8,7.7,.500,0.0,0.2,.000,3.8,7.5,.514,3.0,3.8,.789,3.0,6.7,9.7,2.2,1.2,2.0,0.8,3.2,10.7,ORL
Melvin Frazier,22,3,0,16,0.0,6.8,.000,0.0,2.3,.000,0.0,4.5,.000,0.0,0.0,,0.0,2.3,2.3,0.0,2.3,0.0,2.3,6.8,0.0,ORL
Troy Caupain,23,2,0,9,8.0,16.0,.500,4.0,8.0,.500,4.0,8.0,.500,0.0,0.0,,0.0,8.0,8.0,12.0,4.0,0.0,0.0,0.0,20.0,ORL
Amile Jefferson,25,1,0,4,0.0,9.0,.000,0.0,0.0,,0.0,9.0,.000,18.0,18.0,1.000,9.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,18.0,ORL
Josh Richardson,25,46,46,1588,6.3,15.4,.405,2.6,6.8,.374,3.7,8.6,.430,3.1,3.6,.863,0.8,3.1,3.9,4.0,1.2,0.5,1.8,2.9,18.2,MIA
Justise Winslow,22,43,30,1254,5.9,13.5,.435,1.8,4.4,.394,4.1,9.1,.456,1.9,2.8,.657,1.1,5.5,6.5,5.1,1.2,0.4,2.6,3.1,15.4,MIA
Rodney McGruder,27,46,44,1203,4.5,11.2,.408,1.9,5.3,.369,2.6,5.9,.442,1.1,1.5,.755,1.2,3.9,5.1,2.9,0.8,0.2,1.6,2.9,12.1,MIA
Hassan Whiteside,29,42,42,1080,7.6,14.1,.541,0.1,0.5,.133,7.6,13.6,.556,2.4,5.5,.428,5.2,12.1,17.3,1.3,0.8,3.3,2.3,3.9,17.7,MIA
Bam Adebayo,21,48,6,1055,4.9,8.8,.554,0.0,0.3,.111,4.8,8.5,.570,3.3,4.5,.735,3.4,7.5,11.0,3.3,1.2,1.4,2.3,4.2,13.1,MIA
Tyler Johnson,26,40,7,1022,5.6,13.0,.434,2.4,6.6,.369,3.2,6.4,.500,2.0,3.0,.682,0.6,3.4,3.9,3.6,1.4,0.7,2.0,2.4,15.7,MIA
Dwyane Wade,37,39,0,992,7.3,17.2,.427,1.7,5.2,.329,5.6,12.0,.470,3.2,4.5,.696,1.2,4.1,5.2,6.1,0.9,0.7,3.3,2.4,19.5,MIA
Kelly Olynyk,27,45,5,880,5.2,11.7,.446,2.5,7.5,.326,2.7,4.1,.663,3.4,4.4,.778,1.7,5.9,7.7,3.0,1.1,0.6,2.4,4.0,16.3,MIA
James Johnson,31,32,30,677,5.2,12.3,.424,1.6,4.7,.352,3.6,7.6,.469,1.4,1.9,.743,0.7,4.7,5.4,3.9,1.0,0.7,2.0,3.5,13.5,MIA
Derrick Jones,21,37,5,668,5.6,11.0,.510,1.0,2.8,.365,4.6,8.2,.559,2.4,3.9,.616,3.7,5.1,8.8,1.0,1.6,1.4,1.3,3.9,14.7,MIA
Wayne Ellington,31,23,11,496,4.6,12.3,.371,3.8,10.4,.371,0.7,2.0,.370,1.0,1.2,.875,0.4,2.7,3.1,2.0,1.6,0.2,0.9,2.8,14.0,MIA
Goran Dragic,32,14,14,408,6.8,16.6,.410,1.9,6.2,.314,4.9,10.4,.466,3.4,4.4,.760,0.7,3.1,3.8,6.0,0.9,0.4,3.1,2.6,18.9,MIA
Dion Waiters,27,10,0,180,7.2,16.6,.434,3.0,9.4,.319,4.2,7.2,.583,0.2,1.4,.143,0.2,4.0,4.2,4.0,0.6,0.2,2.0,1.4,17.6,MIA
Duncan Robinson,24,4,0,29,2.5,7.4,.333,2.5,7.4,.333,0.0,0.0,,0.0,0.0,,0.0,6.2,6.2,0.0,1.2,0.0,0.0,1.2,7.4,MIA
Udonis Haslem,38,3,0,14,5.1,15.4,.333,0.0,5.1,.000,5.1,10.3,.500,0.0,0.0,,2.6,10.3,12.9,0.0,0.0,0.0,5.1,7.7,10.3,MIA
Bradley Beal,25,49,49,1822,8.9,19.0,.466,2.5,7.0,.355,6.4,12.0,.530,3.6,4.6,.785,1.1,3.8,4.9,4.9,1.4,0.8,2.7,2.8,23.8,WAS
Jeff Green,32,47,24,1295,5.4,11.5,.475,1.9,5.0,.376,3.6,6.4,.552,2.7,3.0,.890,1.2,4.8,6.0,2.3,0.7,0.6,1.7,2.9,15.5,WAS
Tomas Satoransky,27,49,23,1164,4.4,8.9,.495,1.1,2.7,.420,3.2,6.2,.528,2.0,2.4,.810,1.2,3.2,4.4,5.9,1.5,0.2,1.9,3.1,11.9,WAS
John Wall,28,32,32,1104,8.0,18.0,.444,1.7,5.5,.302,6.3,12.5,.507,4.0,5.7,.697,0.5,3.3,3.8,9.1,1.6,0.9,3.9,2.3,21.6,WAS
Otto Porter,25,37,25,1078,6.1,13.3,.462,2.0,5.3,.384,4.1,8.0,.515,1.5,1.9,.786,1.1,5.8,7.0,2.4,1.9,0.7,1.3,2.2,15.8,WAS
Markieff Morris,29,34,15,883,5.8,13.4,.436,2.0,5.9,.333,3.9,7.5,.516,2.3,3.0,.781,1.7,5.4,7.1,2.4,1.0,0.8,1.9,4.8,15.9,WAS
Kelly Oubre,23,29,7,755,6.3,14.5,.433,2.0,6.3,.311,4.3,8.2,.526,3.2,4.1,.800,1.1,5.0,6.2,1.0,1.3,1.0,1.4,3.4,17.8,WAS
Thomas Bryant,21,39,33,741,7.2,10.9,.662,0.6,1.7,.382,6.6,9.3,.712,2.7,3.3,.809,2.6,8.2,10.8,1.9,0.7,1.4,1.4,2.8,17.8,WAS
Trevor Ariza,33,19,19,723,4.8,12.8,.377,2.3,7.4,.315,2.5,5.4,.463,2.3,2.9,.810,0.8,4.9,5.7,4.0,1.5,0.1,1.7,2.0,14.3,WAS
Austin Rivers,26,29,2,683,4.0,10.2,.392,1.7,5.6,.311,2.3,4.6,.489,1.3,2.4,.543,0.6,3.2,3.7,3.1,0.9,0.5,1.9,3.8,11.1,WAS
Ian Mahinmi,32,28,6,403,3.4,6.9,.494,0.1,1.1,.083,3.3,5.8,.569,3.6,5.3,.678,3.5,5.4,8.9,2.0,2.1,1.3,1.6,5.6,10.5,WAS
Sam Dekker,24,21,0,345,6.7,12.9,.516,0.6,2.1,.300,6.1,10.9,.558,0.9,1.7,.563,2.5,4.4,6.9,2.0,2.1,0.5,0.9,1.9,14.9,WAS
Chasson Randle,25,19,0,291,4.6,10.3,.446,2.2,5.1,.439,2.4,5.2,.452,2.7,3.7,.733,0.7,2.2,3.0,4.8,1.2,0.1,2.5,4.5,14.1,WAS
Dwight Howard,33,9,9,230,6.7,10.8,.623,0.0,0.0,,6.7,10.8,.623,4.5,7.5,.604,3.8,9.2,13.0,0.6,1.1,0.6,2.5,5.3,18.0,WAS
Troy Brown,19,26,0,190,4.4,11.0,.397,0.8,2.5,.308,3.6,8.5,.422,2.3,3.0,.750,0.8,5.3,6.1,4.5,1.5,0.2,1.1,2.8,11.7,WAS
Jason Smith,32,12,1,130,4.2,10.2,.405,1.1,2.8,.400,3.0,7.5,.407,2.8,3.3,.833,3.0,7.2,10.2,3.3,0.3,1.4,1.9,5.8,12.2,WAS
Ron Baker,25,4,0,45,0.0,3.2,.000,0.0,3.2,.000,0.0,0.0,,0.0,0.0,,0.0,3.2,3.2,1.6,0.8,0.8,1.6,1.6,0.0,WAS
Jordan McRae,27,10,0,40,1.8,12.6,.143,0.0,2.7,.000,1.8,9.9,.182,0.0,0.0,,0.9,3.6,4.5,1.8,0.9,0.9,0.0,0.0,3.6,WAS
Devin Robinson,23,4,0,32,9.0,14.6,.615,0.0,0.0,,9.0,14.6,.615,3.4,6.8,.500,2.3,5.6,7.9,2.3,3.4,1.1,0.0,2.3,21.4,WAS
Okaro White,26,3,0,6,0.0,12.0,.000,0.0,12.0,.000,0.0,0.0,,0.0,0.0,,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS
Gary Payton,26,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS
D'Angelo Russell,22,49,49,1449,9.1,20.9,.438,3.3,8.7,.376,5.9,12.1,.483,1.8,2.2,.809,0.6,4.0,4.6,7.8,1.3,0.3,3.5,2.1,23.4,BRK
Spencer Dinwiddie,25,49,4,1399,7.1,15.3,.461,2.5,6.7,.366,4.6,8.6,.536,5.1,6.4,.795,0.5,2.6,3.1,6.3,0.7,0.3,2.9,3.5,21.7,BRK
Joe Harris,27,46,46,1371,5.9,11.9,.495,2.9,6.1,.468,3.0,5.8,.523,1.5,1.8,.829,0.9,3.7,4.6,3.1,0.7,0.2,1.9,3.3,16.2,BRK
Jarrett Allen,20,48,48,1285,5.8,10.2,.573,0.1,0.8,.133,5.7,9.3,.613,3.5,4.8,.741,3.6,8.3,11.8,1.9,0.8,2.1,1.8,3.1,15.3,BRK
DeMarre Carroll,32,38,0,945,4.8,12.3,.392,2.3,6.7,.347,2.5,5.6,.446,3.9,5.2,.750,1.5,5.7,7.2,1.6,0.5,0.2,1.6,2.3,15.9,BRK
Jared Dudley,33,43,25,944,2.9,7.2,.405,1.5,4.6,.322,1.4,2.6,.551,0.8,1.3,.629,1.0,3.6,4.6,2.5,1.1,0.5,1.4,4.0,8.2,BRK
Ed Davis,29,49,1,901,4.7,7.6,.624,0.0,0.1,.000,4.7,7.5,.631,2.1,3.8,.558,5.8,11.2,17.1,1.5,1.0,0.7,1.7,5.8,11.5,BRK
Rondae Hollis-Jefferson,24,39,19,879,5.4,13.7,.395,0.3,1.4,.229,5.1,12.2,.415,3.6,5.4,.659,2.2,6.6,8.8,2.8,1.3,0.8,1.8,3.0,14.7,BRK
Allen Crabbe,26,28,15,732,4.2,12.2,.343,3.2,8.3,.387,1.0,3.9,.250,1.5,1.9,.789,0.6,4.1,4.8,1.5,0.8,0.4,1.6,3.3,13.0,BRK
Rodions Kurucs,20,33,21,679,6.4,12.6,.508,1.4,4.5,.321,5.0,8.2,.610,2.4,2.7,.900,1.6,4.6,6.2,1.2,1.1,0.5,2.1,4.1,16.6,BRK
Shabazz Napier,27,38,1,636,6.1,15.4,.397,2.6,7.2,.362,3.5,8.2,.428,4.5,5.3,.851,0.7,3.1,3.8,4.4,1.6,0.6,2.4,2.6,19.4,BRK
Caris LeVert,24,14,14,416,8.4,17.7,.475,1.6,5.3,.311,6.8,12.4,.545,3.8,5.3,.721,1.2,4.0,5.2,4.5,1.5,0.4,2.6,2.9,22.2,BRK
Treveon Graham,25,13,7,289,2.7,8.7,.314,1.2,5.5,.227,1.5,3.2,.462,1.2,1.5,.833,1.5,3.6,5.1,1.4,0.5,0.5,1.6,3.4,8.0,BRK
Kenneth Faried,29,12,0,118,7.6,12.8,.595,0.3,1.5,.200,7.3,11.3,.649,3.1,4.9,.625,4.6,8.8,13.4,0.6,0.6,1.2,1.8,2.4,18.6,BRK
Theo Pinson,23,8,0,98,4.4,11.4,.387,1.5,5.9,.250,2.9,5.5,.533,3.7,3.7,1.000,0.7,5.9,6.6,5.1,1.1,0.0,2.6,2.6,14.0,BRK
Dzanan Musa,19,7,0,26,8.3,19.4,.429,0.0,8.3,.000,8.3,11.1,.750,0.0,2.8,.000,1.4,2.8,4.2,1.4,2.8,0.0,4.2,1.4,16.6,BRK
Alan Williams,26,1,0,9,12.0,16.0,.750,0.0,0.0,,12.0,16.0,.750,8.0,16.0,.500,8.0,24.0,32.0,8.0,0.0,0.0,4.0,0.0,32.0,BRK
Mitch Creek,26,1,0,0,,,,,,,,,,,,.500,,,,,,,,,,BRK
Tim Hardaway,26,44,44,1440,6.8,17.6,.388,2.8,8.2,.348,4.0,9.4,.424,4.9,5.7,.857,0.6,3.1,3.7,2.9,1.0,0.1,2.0,2.6,21.4,NYK
Noah Vonleh,23,48,41,1277,4.2,9.0,.467,1.1,3.0,.381,3.1,6.1,.509,2.4,3.4,.711,2.5,9.0,11.6,2.7,1.1,1.2,1.9,3.7,12.0,NYK
Kevin Knox,19,41,23,1113,5.6,15.2,.369,2.1,6.2,.339,3.5,9.0,.391,2.6,3.7,.693,1.1,4.5,5.6,1.2,0.7,0.5,1.8,3.2,15.9,NYK
Enes Kanter,26,42,23,1105,8.0,14.8,.541,0.2,0.7,.333,7.8,14.1,.551,3.4,4.1,.819,5.5,9.3,14.7,2.7,0.6,0.6,2.5,3.5,19.6,NYK
Emmanuel Mudiay,22,39,32,1036,7.6,16.8,.453,1.4,4.6,.308,6.2,12.2,.509,3.3,4.3,.760,0.9,3.3,4.2,5.3,1.1,0.5,2.9,2.4,19.9,NYK
Damyean Dotson,24,39,10,983,5.1,11.6,.437,2.0,5.3,.377,3.1,6.3,.488,1.2,1.8,.708,0.8,4.2,5.1,2.0,1.3,0.2,1.0,2.5,13.4,NYK
Allonzo Trier,23,41,3,913,5.8,12.9,.454,1.1,2.7,.391,4.8,10.1,.471,4.3,5.2,.832,0.9,3.9,4.8,3.2,0.7,0.5,2.9,2.7,17.0,NYK
Frank Ntilikina,20,41,16,872,3.9,11.4,.342,1.3,4.5,.291,2.6,6.8,.376,0.9,1.2,.750,0.4,3.0,3.4,4.8,1.2,0.6,2.2,4.1,9.9,NYK
Mario Hezonja,23,40,11,735,5.6,14.2,.397,1.4,4.8,.283,4.3,9.4,.455,2.1,3.1,.683,0.8,5.9,6.8,1.9,1.9,0.2,2.2,3.4,14.7,NYK
Trey Burke,26,31,5,632,7.8,19.0,.411,1.6,4.6,.350,6.2,14.4,.431,3.5,4.1,.847,0.9,2.5,3.4,5.0,1.1,0.2,1.5,1.8,20.7,NYK
Mitchell Robinson,20,33,12,563,4.7,7.0,.673,0.0,0.0,,4.7,7.0,.673,1.2,2.5,.487,4.4,3.8,8.2,1.3,1.5,4.0,1.0,6.8,10.7,NYK
Luke Kornet,23,23,9,349,5.5,12.8,.427,3.7,8.6,.434,1.8,4.2,.415,2.0,2.4,.826,1.4,4.5,6.0,3.2,1.3,1.2,1.3,1.9,16.6,NYK
Lance Thomas,30,21,9,334,2.9,7.3,.397,0.5,2.6,.208,2.4,4.7,.500,1.6,1.8,.882,1.2,4.7,5.9,1.1,1.5,0.6,1.3,4.6,8.0,NYK
Courtney Lee,33,12,2,160,4.7,10.6,.447,1.1,3.6,.313,3.6,7.0,.516,2.0,3.2,.643,1.4,4.7,6.1,3.6,1.8,0.5,1.1,2.9,12.6,NYK
Ron Baker,25,11,0,107,1.3,5.4,.250,0.3,3.0,.111,1.0,2.4,.429,1.7,2.0,.833,0.3,2.0,2.4,4.4,1.7,0.0,1.0,5.4,4.7,NYK
Trae Young,20,48,48,1432,6.8,16.9,.402,1.8,6.3,.290,5.0,10.5,.470,4.1,5.1,.803,0.8,3.0,3.8,8.8,1.1,0.3,4.9,2.0,19.5,ATL
DeAndre' Bembry,24,48,12,1210,4.9,11.4,.430,1.0,3.5,.302,3.9,8.0,.485,1.5,2.5,.607,0.8,5.3,6.1,3.9,1.9,0.8,2.6,3.7,12.4,ATL
Kevin Huerter,20,44,28,1185,4.5,10.9,.411,2.2,5.9,.381,2.2,5.0,.446,0.9,1.2,.744,1.1,3.1,4.2,3.5,1.1,0.5,2.1,2.7,12.1,ATL
John Collins,21,32,30,959,9.5,16.0,.593,1.1,2.8,.387,8.4,13.1,.637,3.3,4.5,.719,4.5,7.7,12.2,2.8,0.3,0.4,2.6,4.1,23.3,ATL
Kent Bazemore,29,35,30,959,6.6,15.1,.441,2.0,6.2,.327,4.6,8.9,.521,3.1,4.1,.752,0.8,4.5,5.2,3.5,2.3,1.2,2.7,3.5,18.4,ATL
Dewayne Dedmon,29,38,27,936,5.6,11.8,.476,1.7,4.5,.373,3.9,7.3,.540,2.0,2.3,.869,2.2,8.5,10.7,2.0,1.5,1.5,2.1,4.8,15.0,ATL
Alex Len,25,44,20,879,7.2,14.9,.484,0.9,3.2,.291,6.3,11.7,.537,3.5,5.2,.669,4.1,6.4,10.4,1.8,0.7,1.8,2.7,4.9,18.8,ATL
Jeremy Lin,30,43,1,855,6.6,13.9,.473,1.6,4.8,.336,5.0,9.1,.544,5.0,6.1,.826,0.6,3.7,4.3,6.6,1.4,0.3,3.5,3.5,19.7,ATL
Taurean Waller-Prince,24,27,22,739,6.5,15.2,.428,2.9,8.1,.355,3.7,7.2,.510,2.3,2.7,.839,0.6,4.9,5.5,2.7,1.5,0.4,2.9,3.7,18.2,ATL
Vince Carter,42,44,8,731,5.2,12.9,.406,3.2,8.6,.374,2.0,4.3,.471,1.0,1.4,.714,1.1,4.9,6.0,2.2,1.3,0.7,1.5,3.9,14.6,ATL
Omari Spellman,21,31,10,531,4.4,10.7,.411,2.0,5.4,.367,2.4,5.4,.456,1.8,2.4,.722,3.4,5.4,8.7,1.8,1.2,1.4,1.6,3.2,12.5,ATL
Tyler Dorsey,22,26,0,249,4.6,12.9,.360,1.4,5.6,.256,3.2,7.2,.440,2.2,3.5,.625,1.3,4.9,6.2,2.5,1.0,0.1,1.4,2.9,12.9,ATL
Alex Poythress,25,18,1,243,5.2,9.6,.538,1.0,2.7,.389,4.1,7.0,.596,1.6,3.1,.524,3.6,5.2,8.7,1.9,0.4,1.2,1.5,5.8,13.0,ATL
Justin Anderson,25,25,0,222,4.7,12.3,.382,1.3,6.0,.216,3.4,6.3,.538,2.1,2.9,.722,1.8,4.7,6.5,1.8,1.8,1.1,2.1,4.1,12.8,ATL
Daniel Hamilton,23,17,3,198,4.2,10.5,.397,1.5,4.0,.364,2.7,6.5,.417,0.5,1.1,.500,1.8,6.5,8.4,3.8,1.1,0.2,2.7,3.1,10.4,ATL
Miles Plumlee,30,18,0,173,6.7,10.0,.667,0.0,0.0,,6.7,10.0,.667,3.3,6.2,.533,3.3,4.8,8.1,3.5,1.2,0.8,2.1,2.9,16.6,ATL
Jaylen Adams,22,9,0,43,2.5,8.4,.300,1.7,5.0,.333,0.8,3.3,.250,0.0,0.0,,0.0,2.5,2.5,5.0,2.5,0.8,0.8,3.3,6.7,ATL
Zach LaVine,23,44,43,1490,8.6,19.0,.450,1.9,5.4,.344,6.7,13.6,.492,5.3,6.2,.867,0.5,4.2,4.7,4.4,1.0,0.4,3.7,2.4,24.3,CHI
Justin Holiday,29,38,38,1325,4.1,10.7,.383,2.6,7.3,.359,1.5,3.4,.435,1.1,1.2,.891,0.5,4.1,4.6,2.3,1.8,0.6,1.3,2.1,12.0,CHI
Ryan Arcidiacono,24,49,23,1236,2.9,6.7,.426,1.7,4.5,.387,1.1,2.2,.507,1.2,1.3,.889,0.4,2.9,3.3,4.9,1.4,0.1,1.2,3.1,8.6,CHI
Wendell Carter,19,44,44,1110,5.8,12.0,.485,0.2,1.0,.188,5.6,11.0,.513,2.9,3.6,.795,2.8,7.1,10.0,2.5,0.8,1.9,2.1,4.9,14.8,CHI
Jabari Parker,23,37,17,1005,7.5,16.0,.469,1.3,4.0,.324,6.2,12.1,.516,2.8,3.8,.736,1.4,6.8,8.2,2.9,0.8,0.4,2.9,2.9,19.1,CHI
Chandler Hutchison,22,44,14,895,3.9,8.4,.459,0.6,2.0,.280,3.3,6.4,.516,0.9,1.5,.605,1.2,6.2,7.4,1.4,0.9,0.2,1.0,2.4,9.2,CHI
Lauri Markkanen,21,27,26,849,7.2,16.7,.431,3.0,7.5,.395,4.2,9.2,.461,2.2,2.7,.841,1.3,7.3,8.5,1.0,1.0,0.9,1.8,2.5,19.6,CHI
Kris Dunn,24,24,22,739,5.8,13.4,.435,0.6,1.9,.308,5.3,11.5,.456,1.7,2.1,.814,0.2,4.7,4.9,7.6,1.9,0.5,2.8,4.4,14.0,CHI
Shaquille Harrison,25,41,0,700,4.1,10.7,.385,0.7,2.7,.250,3.4,8.0,.429,2.3,3.7,.625,0.8,4.8,5.6,3.3,2.5,0.7,1.5,3.4,11.2,CHI
Robin Lopez,30,42,4,699,5.7,10.9,.526,0.3,0.9,.294,5.5,10.0,.546,1.3,2.0,.658,3.0,3.4,6.4,2.1,0.4,2.0,2.9,3.7,13.0,CHI
Antonio Blakeney,22,38,0,567,7.6,17.8,.423,2.0,4.4,.457,5.5,13.4,.412,2.4,3.6,.679,0.3,3.7,4.0,1.4,0.6,0.4,1.6,1.6,19.6,CHI
Cameron Payne,24,31,12,536,4.6,11.3,.411,1.1,4.0,.271,3.6,7.3,.486,1.5,1.7,.880,0.7,2.9,3.6,5.6,1.3,0.4,2.3,3.3,11.8,CHI
Bobby Portis,23,19,6,449,7.5,17.9,.422,1.7,4.8,.350,5.9,13.1,.448,2.4,3.3,.732,3.4,8.0,11.4,2.1,0.6,0.6,2.0,3.8,19.2,CHI
Cristiano Felicio,26,31,0,294,4.3,7.7,.556,0.0,0.2,.000,4.3,7.5,.574,2.1,2.8,.739,3.1,7.0,10.0,2.0,0.5,0.2,1.7,3.2,10.7,CHI
Wayne Selden,24,11,1,200,4.1,9.4,.442,1.3,3.4,.368,2.9,5.9,.485,1.3,2.2,.583,0.5,2.7,3.2,2.5,0.7,0.2,1.8,3.2,10.8,CHI
Rawle Alkins,21,2,0,4,9.0,36.0,.250,9.0,9.0,1.000,0.0,27.0,.000,0.0,0.0,,27.0,0.0,27.0,18.0,9.0,0.0,0.0,0.0,27.0,CHI
Tyler Ulis,23,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI
Cedi Osman,23,49,48,1558,5.1,12.2,.416,1.7,5.3,.320,3.4,6.8,.490,2.2,2.8,.792,0.6,4.6,5.3,2.4,0.8,0.2,1.9,3.0,14.0,CLE
Collin Sexton,20,51,41,1512,6.7,16.4,.409,1.1,2.9,.400,5.6,13.5,.411,2.9,3.4,.853,0.8,2.8,3.7,3.4,0.6,0.1,2.7,3.0,17.5,CLE
Jordan Clarkson,26,50,0,1317,9.0,19.8,.452,2.4,7.2,.332,6.6,12.7,.521,2.3,2.7,.848,1.3,3.2,4.5,3.2,1.0,0.2,2.2,2.2,22.6,CLE
Rodney Hood,26,43,43,1174,5.8,13.5,.431,1.6,4.5,.361,4.2,9.0,.466,3.1,3.4,.918,0.5,2.7,3.2,2.7,1.1,0.2,1.1,2.9,16.4,CLE
Tristan Thompson,27,35,35,1043,6.0,11.4,.526,0.0,0.0,,6.0,11.4,.526,1.9,2.9,.647,5.3,8.1,13.4,2.6,1.0,0.6,1.7,2.8,13.8,CLE
Larry Nance,26,41,17,1036,4.8,9.3,.517,0.5,1.4,.317,4.4,7.9,.553,2.1,2.9,.723,3.1,7.4,10.5,4.3,2.1,0.9,1.9,4.1,12.2,CLE
Alec Burks,27,31,21,873,5.0,12.6,.395,1.7,4.3,.394,3.3,8.3,.396,3.0,3.8,.802,0.9,6.0,7.0,3.4,0.9,0.7,1.7,2.2,14.7,CLE
Ante Zizic,22,35,8,542,6.0,11.4,.526,0.0,0.0,,6.0,11.4,.526,3.5,4.8,.726,3.6,7.5,11.1,1.5,0.5,0.9,1.9,3.9,15.5,CLE
Matthew Dellavedova,28,22,0,418,5.7,12.1,.471,2.5,6.4,.392,3.2,5.7,.561,2.0,2.3,.852,0.4,2.9,3.4,7.0,0.3,0.0,3.0,3.4,15.8,CLE
Jaron Blossomgame,25,24,4,405,3.9,8.4,.468,0.9,2.8,.313,3.0,5.5,.548,0.9,1.2,.769,2.2,5.9,8.1,1.0,0.6,0.7,1.0,1.8,9.6,CLE
David Nwaba,26,21,6,345,4.4,10.3,.424,0.9,3.7,.257,3.4,6.7,.516,3.3,5.2,.640,1.0,5.0,6.1,1.6,1.4,0.7,0.9,3.7,13.0,CLE
George Hill,32,13,13,344,5.8,11.2,.514,1.4,2.9,.464,4.4,8.3,.532,1.8,2.1,.850,1.3,1.6,2.8,3.8,1.3,0.1,2.1,3.7,14.7,CLE
Channing Frye,35,26,5,268,4.0,11.7,.345,3.0,7.8,.379,1.1,3.9,.276,1.2,1.6,.750,0.5,5.0,5.5,2.1,0.7,0.5,1.3,4.6,12.2,CLE
Kyle Korver,37,16,0,251,5.0,10.9,.461,3.6,7.7,.463,1.4,3.2,.455,1.9,2.3,.813,0.0,4.2,4.2,2.4,0.4,0.3,2.4,3.2,15.5,CLE
J.R. Smith,33,11,4,222,4.4,12.8,.342,1.9,6.3,.308,2.4,6.5,.375,1.3,1.6,.800,0.0,2.9,2.9,3.4,1.8,0.5,1.8,3.1,12.0,CLE
Jalen Jones,25,16,0,214,4.4,10.4,.419,1.7,4.7,.357,2.7,5.7,.471,3.2,4.5,.704,1.9,3.9,5.7,1.2,1.5,0.3,1.3,4.5,13.6,CLE
Cameron Payne,24,9,1,176,5.5,11.3,.491,1.8,5.1,.360,3.7,6.1,.600,2.3,3.3,.688,0.6,3.3,3.9,4.7,1.6,0.6,2.3,3.1,15.1,CLE
Sam Dekker,24,9,5,169,4.7,10.2,.458,1.1,2.8,.385,3.6,7.5,.486,1.7,2.1,.800,1.9,5.1,7.0,1.9,2.3,0.0,1.1,2.8,12.1,CLE
Andrew Harrison,24,10,0,144,3.0,9.7,.308,0.7,3.5,.214,2.3,6.2,.360,4.0,4.0,1.000,1.0,2.7,3.7,4.2,1.0,0.5,2.5,6.5,10.7,CLE
Kevin Love,30,4,4,136,5.6,17.2,.323,1.9,6.4,.292,3.7,10.9,.341,7.1,8.7,.818,2.6,11.6,14.3,3.7,0.3,0.3,2.6,3.7,20.1,CLE
Patrick McCaw,23,3,0,53,1.4,6.1,.222,0.7,2.7,.250,0.7,3.4,.200,0.0,0.0,,0.0,2.0,2.0,1.4,1.4,0.0,2.0,0.7,3.4,CLE
Deng Adel,21,5,0,39,3.7,5.5,.667,2.8,3.7,.750,0.9,1.8,.500,0.0,0.0,,0.9,4.6,5.5,0.9,0.9,1.8,1.8,0.9,10.2,CLE
John Holland,30,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE
Tobias Harris,26,50,50,1728,8.1,16.1,.501,2.1,4.9,.432,5.9,11.2,.531,3.7,4.2,.885,0.7,7.6,8.3,2.6,0.8,0.4,2.0,2.2,21.9,LAC
Danilo Gallinari,30,44,44,1377,6.6,14.8,.450,2.8,6.3,.446,3.8,8.5,.452,5.8,6.4,.906,1.0,5.8,6.8,2.9,0.8,0.3,1.6,2.4,21.9,LAC
