player,age,G,GS,MP,FG,FGA,FG_per,3P,3PA,3P_per,2P,2PA,2P_per,FT,FTA,FT_per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS_per_36,team
Dragan Bender,20,82,37,2069,3.3,8.4,.386,2.1,5.6,.366,1.2,2.8,.426,0.7,0.9,.765,0.7,5.6,6.3,2.3,0.4,0.9,1.9,2.9,9.2,PHO
Josh Jackson,20,77,35,1959,7.1,17.1,.417,1.0,4.0,.263,6.1,13.1,.464,3.3,5.1,.634,1.7,4.7,6.5,2.2,1.5,0.6,2.7,4.0,18.6,PHO
Devin Booker,21,54,54,1865,8.8,20.3,.432,2.8,7.4,.383,5.9,12.9,.460,5.6,6.4,.878,0.5,4.2,4.7,4.9,0.9,0.3,3.7,3.2,26.0,PHO
Tyler Ulis,22,71,43,1658,4.6,12.0,.388,0.9,3.2,.288,3.7,8.8,.425,1.8,2.2,.832,0.5,2.3,2.8,6.8,1.5,0.2,2.8,2.6,12.0,PHO
Troy Daniels,26,79,15,1622,5.1,12.8,.403,4.1,10.2,.400,1.1,2.6,.419,1.2,1.4,.875,0.3,2.6,2.8,1.1,0.6,0.1,1.2,3.0,15.6,PHO
Marquese Chriss,20,72,49,1527,4.8,11.2,.423,1.3,4.5,.295,3.4,6.8,.509,2.3,3.7,.608,1.8,7.5,9.3,2.0,1.2,1.7,2.5,4.8,13.1,PHO
Alex Len,24,69,13,1395,5.5,9.8,.566,0.0,0.1,.333,5.5,9.7,.568,4.1,6.0,.684,4.5,8.9,13.4,2.1,0.7,1.6,2.0,4.1,15.1,PHO
Tyson Chandler,35,46,46,1151,3.8,5.8,.647,0.0,0.0,,3.8,5.8,.647,1.8,2.9,.624,4.2,8.9,13.1,1.7,0.5,0.8,1.8,3.3,9.4,PHO
Jared Dudley,32,48,0,686,2.5,6.4,.393,1.5,4.2,.363,1.0,2.2,.452,1.4,1.8,.771,0.4,4.5,4.9,4.1,1.3,0.6,1.5,4.5,8.0,PHO
Mike James,27,32,10,669,6.5,16.8,.388,1.4,5.2,.268,5.1,11.6,.442,3.4,4.5,.762,0.6,4.1,4.8,6.5,1.5,0.4,2.6,2.4,17.9,PHO
Elfrid Payton,23,19,19,551,5.9,13.7,.435,0.3,1.6,.200,5.6,12.0,.467,2.4,3.5,.685,1.1,5.4,6.5,7.7,1.2,0.4,3.5,3.3,14.6,PHO
Greg Monroe,27,20,14,465,7.5,12.0,.626,0.0,0.0,,7.5,12.0,.626,2.4,3.6,.674,3.9,8.5,12.4,3.9,1.2,0.5,3.1,3.1,17.4,PHO
Isaiah Canaan,26,19,1,418,4.5,11.7,.382,1.9,5.7,.333,2.6,6.0,.429,4.0,4.4,.902,0.5,3.3,3.8,6.5,1.4,0.1,2.5,3.1,14.8,PHO
Danuel House,24,23,3,403,5.0,11.5,.434,1.3,5.2,.259,3.7,6.3,.577,2.2,2.8,.806,1.2,5.6,6.8,2.2,0.6,0.5,1.0,2.1,13.6,PHO
Shaquille Harrison,24,23,2,384,5.5,11.6,.476,0.6,2.4,.231,5.0,9.2,.541,2.6,3.6,.737,0.8,4.9,5.7,5.2,2.4,0.7,2.1,3.9,14.2,PHO
Davon Reed,22,21,1,242,3.3,11.3,.289,1.6,5.7,.289,1.6,5.7,.289,1.2,1.8,.667,0.3,5.5,5.8,1.9,1.5,0.3,1.5,2.5,9.4,PHO
Alec Peters,22,20,0,225,4.5,11.8,.378,2.9,9.3,.310,1.6,2.6,.625,1.3,1.6,.800,1.3,4.6,5.9,1.9,0.3,0.3,0.6,2.1,13.1,PHO
Josh Gray,24,5,0,86,4.6,17.2,.268,1.3,5.4,.231,3.3,11.7,.286,2.9,4.6,.636,0.8,3.3,4.2,5.0,3.3,0.8,2.9,3.3,13.4,PHO
Eric Bledsoe,28,3,3,83,6.9,17.3,.400,1.7,5.6,.308,5.2,11.7,.444,4.8,6.1,.786,1.3,1.7,3.0,3.9,1.7,0.9,4.3,2.6,20.4,PHO
Alan Williams,25,5,0,70,3.6,9.3,.389,0.0,0.0,,3.6,9.3,.389,3.1,4.6,.667,1.5,9.8,11.3,4.1,2.6,0.5,3.6,6.7,10.3,PHO
Derrick Jones,20,6,0,33,2.2,4.4,.500,0.0,2.2,.000,2.2,2.2,1.000,5.5,6.5,.833,2.2,2.2,4.4,3.3,1.1,4.4,1.1,2.2,9.8,PHO
