"","Rk","G","Date","Age","Tm","X","Opp","X.1","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","Result","Dummy"
"542",50,47,"2019-01-29","29-156","HOU","","NOP","L (-5)","1","39:27","11","32",".344","6","18",".333","9","10",".900","2","9","11","6","4","1","5","1","37","26.2","-5","L",0
"543",51,48,"2019-02-01","29-159","HOU","@","DEN","L (-14)","1","37:12","9","21",".429","7","14",".500","5","9",".556","2","4","6","9","2","1","5","2","30","23.1","-24","L",0
"544",52,49,"2019-02-02","29-160","HOU","@","UTA","W (+27)","1","39:42","12","22",".545","4","12",".333","15","15","1.000","0","12","12","5","6","4","5","4","43","41.7","+31","W",1
"545",53,50,"2019-02-04","29-162","HOU","@","PHO","W (+8)","1","38:28","15","26",".577","5","13",".385","9","11",".818","0","8","8","6","3","1","3","3","44","37.1","+19","W",1
"546",54,51,"2019-02-06","29-164","HOU","@","SAC","W (+26)","1","31:38","13","26",".500","8","13",".615","2","2","1.000","2","4","6","1","2","1","2","4","36","25.4","+16","W",1
"547",55,52,"2019-02-09","29-167","HOU","","OKC","L (-5)","1","37:12","11","28",".393","6","16",".375","14","15",".933","0","2","2","1","1","0","5","2","42","22.9","-9","L",0
"548",56,53,"2019-02-11","29-169","HOU","","DAL","W (+16)","1","35:33","9","23",".391","6","17",".353","7","7","1.000","1","7","8","7","5","0","5","1","31","25.8","+8","W",1
"549",57,54,"2019-02-13","29-171","HOU","@","MIN","L (-10)","1","39:41","15","34",".441","8","22",".364","4","4","1.000","2","3","5","6","0","0","6","2","42","23.9","-14","L",0
"550",58,55,"2019-02-21","29-179","HOU","@","LAL","L (-5)","1","36:42","11","24",".458","2","10",".200","6","7",".857","0","6","6","6","1","1","8","6","30","14.5","-8","L",0
"552",60,56,"2019-02-25","29-183","HOU","","ATL","W (+8)","1","35:35","7","21",".333","0","10",".000","14","16",".875","0","5","5","4","1","0","6","1","28","14.2","+5","W",1
"553",61,57,"2019-02-27","29-185","HOU","@","CHO","W (+5)","1","35:45","10","29",".345","1","11",".091","9","9","1.000","0","3","3","7","2","1","1","2","30","20.4","-14","W",1
"554",62,58,"2019-02-28","29-186","HOU","","MIA","W (+3)","1","43:52","16","32",".500","8","18",".444","18","18","1.000","2","5","7","10","4","1","4","1","58","52.2","+10","W",1
"555",63,59,"2019-03-03","29-189","HOU","@","BOS","W (+11)","1","38:54","14","31",".452","6","18",".333","8","9",".889","0","7","7","4","2","1","4","6","42","26.7","+13","W",1
"556",64,60,"2019-03-05","29-191","HOU","@","TOR","W (+12)","1","36:48","12","30",".400","3","9",".333","8","8","1.000","0","1","1","3","3","0","1","4","35","21.6","-10","W",1
"557",65,61,"2019-03-08","29-194","HOU","","PHI","W (+16)","1","32:12","11","22",".500","3","11",".273","6","7",".857","0","10","10","7","2","0","5","3","31","23.3","+15","W",1
"558",66,62,"2019-03-10","29-196","HOU","@","DAL","W (+1)","1","33:55","7","25",".280","3","15",".200","3","3","1.000","1","4","5","4","0","1","5","5","20","3.7","+4","W",1
"559",67,63,"2019-03-11","29-197","HOU","","CHO","W (+12)","1","35:00","7","21",".333","3","9",".333","11","12",".917","1","5","6","10","3","0","4","3","28","22.7","+11","W",1
"560",68,64,"2019-03-13","29-199","HOU","","GSW","L (-2)","1","37:24","10","23",".435","2","12",".167","7","9",".778","0","3","3","10","3","0","2","1","29","24.6","+1","L",0
"561",69,65,"2019-03-15","29-201","HOU","","PHO","W (+6)","1","41:42","12","25",".480","3","11",".273","14","17",".824","0","9","9","11","6","3","6","3","41","38.4","+3","W",1
"562",70,66,"2019-03-17","29-203","HOU","","MIN","W (+15)","1","31:48","8","24",".333","4","12",".333","0","0","","0","2","2","10","1","0","3","4","20","10.4","+20","W",1
"563",71,67,"2019-03-19","29-205","HOU","@","ATL","W (+16)","1","33:28","8","18",".444","4","11",".364","11","12",".917","0","8","8","10","1","1","4","1","31","27.9","+10","W",1
"564",72,68,"2019-03-20","29-206","HOU","@","MEM","L (-1)","1","45:37","18","39",".462","9","17",".529","12","12","1.000","1","6","7","8","2","2","3","3","57","44.2","+11","L",0
"565",73,69,"2019-03-22","29-208","HOU","","SAS","W (+6)","1","36:40","19","34",".559","9","13",".692","14","17",".824","2","5","7","1","3","0","3","3","61","46.0","+18","W",1
"566",74,70,"2019-03-24","29-210","HOU","@","NOP","W (+23)","1","28:53","10","19",".526","6","12",".500","2","2","1.000","0","3","3","4","1","1","6","1","28","17.7","+14","W",1
"567",75,71,"2019-03-26","29-212","HOU","@","MIL","L (-14)","1","37:55","9","26",".346","1","9",".111","4","5",".800","0","10","10","7","0","2","4","4","23","11.7","-14","L",0
"568",76,72,"2019-03-28","29-214","HOU","","DEN","W (+27)","1","32:20","10","22",".455","5","11",".455","13","14",".929","2","4","6","6","1","1","4","2","38","29.9","+14","W",1
"569",77,73,"2019-03-30","29-216","HOU","","SAC","W (+11)","1","37:47","13","31",".419","7","23",".304","17","18",".944","1","10","11","10","0","0","3","1","50","40.4","+17","W",1
"570",78,74,"2019-04-02","29-219","HOU","@","SAC","W (+25)","1","29:28","12","19",".632","7","12",".583","5","6",".833","0","3","3","10","1","0","2","2","36","33.2","+29","W",1
"571",79,75,"2019-04-03","29-220","HOU","@","LAC","W (+32)","1","30:21","9","15",".600","3","7",".429","10","12",".833","1","6","7","7","0","0","6","3","31","23.5","+16","W",1
"572",80,76,"2019-04-05","29-222","HOU","","NYK","W (+24)","1","29:12","8","21",".381","5","13",".385","5","5","1.000","1","8","9","8","1","1","3","2","26","21.1","+29","W",1
"573",81,77,"2019-04-07","29-224","HOU","","PHO","W (+36)","1","29:00","10","14",".714","5","6",".833","5","7",".714","0","13","13","9","2","0","6","3","30","28.4","+39","W",1
"574",82,78,"2019-04-09","29-226","HOU","@","OKC","L (-1)","1","36:58","11","28",".393","5","15",".333","12","13",".923","1","9","10","3","1","1","4","4","39","25.0","+1","L",0
